"filename", "language", "Python", "C", "Properties", "C++", "Batch", "reStructuredText", "pip requirements", "Markdown", "Diff", "Shell Script", "Perl", "XML", "Makefile", "YAML", "comment", "blank", "total"
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/.github/FUNDING.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 12, 8, 42
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/.github/ISSUE_TEMPLATE/feature_request.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 12, 6, 32
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/.github/workflows/analysis_ports.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 19, 4, 353
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/.github/workflows/ci.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 22
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 369, 5, 7, 381
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/README-Travis.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 74, 279
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 11, 43
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/SECURITY.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 11, 32
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/cachedb/cachedb.c", "C", 0, 663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 72, 927
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/cachedb/cachedb.h", "C++", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 15, 113
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/cachedb/redis.c", "C", 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 32, 377
